Number,m000,m100,m010,m001,xmean,ymean,zmean,mu002,mu020,mu200,mu110,mu101,mu011,eta002,eta020,eta200,eta110,eta101,eta011,I_1,I_2,I_3,J_1,J_2,J_3,EllipsoidalAxisA,EllipsoidalAxisB,EllipsoidalAxisC,RowMean,ColumnMean,PlaneMean,RowMin,ColumnMin,PlaneMin,RowMax,ColumnMax,PlaneMax,nDI_mean,nDI_var,nDI_stdev,nDI_max,nDI_min,nDI_median,nDI_muc,nDI_notempty,cDI_mean,cDI_var,cDI_stdev,cDI_max,cDI_min,cDI_median,cDI_muc,cDI_notempty
385,3284.000000,1424512.000000,288864.000000,4926.000000,433.773447,87.961023,1.500000,4105.000000,219059.010962,251735.444579,55371.001218,0.000000,0.000000,0.084096,4.487697,5.157115,1.134344,0.000000,0.000000,9.728908,22.667928,1.838073,9.728908,4.761084,1.224957,20.000000,20.000000,2.000000,88,434,2,71,414,0,108,453,3,8.541412,  2105.745771,    45.888405,   255.000000,     0.000000,     0.000000, 28050.000000,110,3.711936,    89.459485,     9.458302,   119.000000,     0.000000,     0.000000, 12190.000000,1223
386,2048.000000,876188.000000,274312.000000,3072.000000,427.826171,133.941406,1.500000,2560.000000,82240.968750,106438.117187,-27420.859375,0.000000,0.000000,0.098431,3.162143,4.092517,-1.054324,0.000000,0.000000,7.353092,12.543614,1.164396,7.353092,3.541696,1.052043,14.000000,13.000000,2.000000,134,428,2,121,414,0,147,441,3,14.069824,  3391.501228,    58.236596,   255.000000,     0.000000,     0.000000, 28815.000000,113,3.918457,   117.335311,    10.832142,   138.000000,     0.000000,     0.000000,  8025.000000,752
387,1292.000000,550732.000000,796004.000000,1938.000000,426.263157,616.102167,1.500000,1615.000000,34542.513931,40594.526315,3073.263157,0.000000,0.000000,0.114768,2.454731,2.884811,0.218398,0.000000,0.000000,5.454311,7.646549,0.807251,5.454311,2.765239,0.931114,15.000000,14.000000,2.000000,616,426,2,602,415,0,627,441,3,6.710526,  1667.443638,    40.834343,   255.000000,     0.000000,     0.000000,  8670.000000,34,3.854489,    88.875789,     9.427395,    72.000000,     0.000000,     0.000000,  4980.000000,467
388,592.000000,250120.000000,134912.000000,888.000000,422.500000,227.891891,1.500000,740.000000,8713.081081,6404.000000,1759.999999,0.000000,0.000000,0.148868,1.752842,1.288315,0.354065,0.000000,0.000000,3.190026,2.585584,0.317514,3.190026,1.607975,0.682214,7.000000,8.000000,2.000000,228,423,2,221,416,0,236,429,3,6.461148,  1608.563631,    40.106902,   255.000000,     0.000000,     0.000000,  3825.000000,15,3.266891,    92.838969,     9.635298,    81.000000,     0.000000,     0.000000,  1934.000000,158
389,5664.000000,2467308.000000,1864868.000000,8496.000000,435.612288,329.249293,1.500000,7080.000000,921035.997174,518592.584745,191459.449152,0.000000,0.000000,0.070124,9.122466,5.136437,1.896323,0.000000,0.000000,14.329028,44.260828,3.033645,14.329028,6.652881,1.447621,20.000000,28.000000,2.000000,329,436,2,306,416,0,357,455,3,2.521186,   636.658565,    25.232093,   255.000000,     0.000000,     0.000000, 14280.000000,56,1.737464,    31.783967,     5.637727,    81.000000,     0.000000,     0.000000,  9841.000000,1375
390,2996.000000,1293844.000000,2416748.000000,4494.000000,431.857142,806.658210,1.500000,3745.000000,157914.008010,223910.857142,41517.714285,0.000000,0.000000,0.086708,3.656213,5.184251,0.961267,0.000000,0.000000,8.927174,18.797241,1.563418,8.927174,4.335578,1.160624,21.000000,14.000000,2.000000,807,432,2,793,416,0,820,453,3,8.426234,  2078.382202,    45.589277,   255.000000,     0.000000,     0.000000, 25245.000000,99,5.791054,   283.047479,    16.824014,   175.000000,     0.000000,     0.000000, 17350.000000,1184
391,1560.000000,666152.000000,25852.000000,2340.000000,427.020512,16.571794,1.500000,1950.000000,123349.958974,24407.343589,-15694.297435,0.000000,0.000000,0.107779,6.817726,1.349028,-0.867445,0.000000,0.000000,8.274533,9.325049,0.910178,8.274533,3.053694,0.969115,9.000000,17.000000,2.000000,17,427,2,0,418,0,34,436,3,9.480769,  2329.204248,    48.261830,   255.000000,     0.000000,     0.000000, 14790.000000,58,2.512179,    56.832436,     7.538729,    78.000000,     0.000000,     0.000000,  3919.000000,494
392,2060.000000,887436.000000,1321920.000000,3090.000000,430.794174,641.708737,1.500000,2575.000000,141025.242718,65320.730097,5944.504854,0.000000,0.000000,0.098239,5.380309,2.492076,0.226791,0.000000,0.000000,7.970625,14.130090,1.312160,7.970625,3.759001,1.094785,13.000000,17.000000,2.000000,642,431,2,625,418,0,657,441,3,9.160194,  2253.034063,    47.466135,   255.000000,     0.000000,     0.000000, 18870.000000,74,4.494660,   157.434162,    12.547277,   144.000000,     0.000000,     0.000000,  9259.000000,737
393,2608.000000,1137140.000000,403144.000000,3912.000000,436.019938,154.579754,1.500000,3260.000000,235291.411042,188122.963190,-146382.147239,0.000000,0.000000,0.090811,6.554344,5.240407,-4.077663,0.000000,0.000000,11.885563,18.791199,1.609188,11.885563,4.334881,1.171841,16.000000,26.000000,2.000000,155,436,2,129,421,0,175,452,3,11.537576,  2810.043850,    53.009846,   255.000000,     0.000000,     0.000000, 30090.000000,118,5.312500,   155.578946,    12.473128,   106.000000,     0.000000,     0.000000, 13855.000000,995
394,1944.000000,842880.000000,1511064.000000,2916.000000,433.580246,777.296296,1.500000,2430.000000,94221.333333,67625.481481,-7102.222222,0.000000,0.000000,0.100156,3.883478,2.787289,-0.292729,0.000000,0.000000,6.770923,11.406805,1.075546,6.770923,3.377396,1.024573,13.000000,16.000000,2.000000,777,434,2,761,421,0,789,446,3,2.885802,   727.926221,    26.980107,   255.000000,     0.000000,     0.000000,  5610.000000,22,3.445473,    97.771600,     9.887952,    87.000000,     0.000000,     0.000000,  6698.000000,718
395,5956.000000,2678808.000000,4975384.000000,8934.000000,449.766286,835.356615,1.500000,7445.000000,512934.549361,1109810.670248,-184759.591672,-0.000000,0.000000,0.068959,4.751043,10.279594,-1.711331,-0.000000,0.000000,15.099597,46.946648,3.165923,15.099597,6.851762,1.468363,28.000000,19.000000,2.000000,835,450,2,816,422,0,854,478,3,7.192746,  1782.714143,    42.222199,   255.000000,     0.000000,     0.000000, 42840.000000,168,4.025856,   127.715872,    11.301144,   165.000000,     0.000000,     0.000000, 23978.000000,2114
396,2972.000000,1312452.000000,1601320.000000,4458.000000,441.605652,538.802153,1.500000,3715.000000,177863.666218,192957.825033,-35103.876177,-0.000000,0.000000,0.086941,4.162512,4.515757,-0.821529,-0.000000,0.000000,8.765211,18.876487,1.575552,8.765211,4.344707,1.163619,19.000000,18.000000,2.000000,539,442,2,521,423,0,553,458,3,3.946837,   991.199461,    31.483320,   255.000000,     0.000000,     0.000000, 11730.000000,46,1.315612,    18.626710,     4.315867,    60.000000,     0.000000,     0.000000,  3910.000000,599
397,1428.000000,624484.000000,979572.000000,2142.000000,437.313725,685.974789,1.500000,1785.000000,46891.092436,43595.450980,-13532.705882,0.000000,0.000000,0.111002,2.915990,2.711046,-0.841550,0.000000,0.000000,5.738039,7.821792,0.798906,5.738039,2.796746,0.927894,13.000000,14.000000,2.000000,686,437,2,674,424,0,700,447,3,12.500000,  3033.374211,    55.076076,   255.000000,     0.000000,     0.000000, 17850.000000,70,4.439775,   125.100084,    11.184814,   112.000000,     0.000000,     0.000000,  6340.000000,610
398,4316.000000,1922440.000000,2039064.000000,6474.000000,445.421686,472.443002,1.500000,5395.000000,467808.978683,319276.530120,-60682.265060,0.000000,0.000000,0.076774,6.657226,4.543512,-0.863548,0.000000,0.000000,11.277513,30.361405,2.264956,11.277513,5.510118,1.313267,19.000000,24.000000,2.000000,472,445,2,453,426,0,496,462,3,4.726598,  1183.216080,    34.397908,   255.000000,     0.000000,     0.000000, 20400.000000,80,2.397822,    65.764064,     8.109504,   145.000000,     0.000000,     0.000000, 10349.000000,1145
399,1760.000000,777280.000000,63448.000000,2640.000000,441.636363,36.049999,1.500000,2200.000000,45211.599999,109047.272727,-20231.999999,0.000000,0.000000,0.103531,2.127647,5.131739,-0.952113,0.000000,0.000000,7.362918,10.763587,1.036558,7.362918,3.280790,1.012040,18.000000,11.000000,2.000000,36,442,2,25,427,0,47,460,3,9.417613,  2314.114868,    48.105247,   255.000000,     0.000000,     0.000000, 16575.000000,65,3.414204,    75.483254,     8.688109,    84.000000,     0.000000,     0.000000,  6009.000000,571
400,1412.000000,621172.000000,80852.000000,2118.000000,439.923512,57.260623,1.500000,1765.000000,47352.090651,40243.739376,1596.147308,0.000000,0.000000,0.111420,2.989231,2.540497,0.100761,0.000000,0.000000,5.641149,8.200107,0.845011,5.641149,2.863582,0.945411,13.000000,11.000000,2.000000,57,440,2,46,427,0,68,449,3,8.307365,  2050.818287,    45.285961,   255.000000,     0.000000,     0.000000, 11730.000000,46,5.055240,   164.236492,    12.815478,    96.000000,     0.000000,     0.000000,  7138.000000,609
401,4596.000000,2083852.000000,842948.000000,6894.000000,453.405570,183.409051,1.500000,5745.000000,540878.983463,563084.017406,238805.528285,0.000000,0.000000,0.075182,7.078263,7.368852,3.125151,0.000000,0.000000,14.522298,43.478280,3.187144,14.522298,6.593806,1.471636,26.000000,28.000000,2.000000,183,453,2,155,427,0,202,477,3,8.266971,  2040.178765,    45.168338,   255.000000,     0.000000,     0.000000, 37995.000000,149,3.859878,   103.329654,    10.165119,    97.000000,     0.000000,     0.000000, 17740.000000,1808
402,1456.000000,639348.000000,1095352.000000,2184.000000,439.112637,752.302197,1.500000,1820.000000,60059.032967,39353.527472,21610.439560,0.000000,0.000000,0.110286,3.639400,2.384707,1.309528,0.000000,0.000000,6.134394,7.628418,0.768040,6.134394,2.761959,0.915787,12.000000,14.000000,2.000000,752,439,2,740,427,0,766,449,3,10.157967,  2488.806644,    49.887940,   255.000000,     0.000000,     0.000000, 14790.000000,58,2.500000,    44.760137,     6.690301,    53.000000,     0.000000,     0.000000,  3640.000000,461
403,1452.000000,642004.000000,736916.000000,2178.000000,442.151515,507.517906,1.500000,1815.000000,51282.534435,40266.666666,-4981.939393,0.000000,0.000000,0.110387,3.118990,2.449007,-0.303000,0.000000,0.000000,5.678385,8.161261,0.833055,5.678385,2.856792,0.940931,12.000000,13.000000,2.000000,508,442,2,496,430,0,521,452,3,3.688016,   927.481510,    30.454581,   255.000000,     0.000000,     0.000000,  5355.000000,21,1.496556,    25.975866,     5.096652,    62.000000,     0.000000,     0.000000,  2173.000000,359
404,16.000000,6904.000000,11304.000000,24.000000,431.500000,706.500000,1.500000,20.000000,20.000000,20.000000,-20.000000,0.000000,0.000000,0.496062,0.496062,0.496062,-0.496062,0.000000,0.000000,1.488188,0.492156,0.000000,1.488188,0.701538,-0.000000,2.000000,2.000000,2.000000,707,432,2,705,430,0,708,433,3,0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,     0.000000,0,1.375000,     4.383333,     2.093641,     8.000000,     0.000000,     1.000000,    22.000000,10
405,2744.000000,1228912.000000,1648576.000000,4116.000000,447.854227,600.793002,1.500000,3430.000000,147378.425655,171885.690962,-36754.798833,0.000000,0.000000,0.089285,3.836381,4.474325,-0.956757,0.000000,0.000000,8.399992,16.991861,1.450878,8.399992,4.122118,1.132079,19.000000,17.000000,2.000000,601,448,2,586,432,0,618,467,3,7.062682,  1751.740874,    41.853803,   255.000000,     0.000000,     0.000000, 19380.000000,76,3.447886,    95.957181,     9.795773,   118.000000,     0.000000,     0.000000,  9461.000000,909
406,1924.000000,859340.000000,448640.000000,2886.000000,446.642411,233.180873,1.500000,2405.000000,64901.056133,92865.979209,-8987.559251,0.000000,0.000000,0.100502,2.712137,3.880757,-0.375579,0.000000,0.000000,6.693397,11.046688,1.043622,6.693397,3.323655,1.014334,14.000000,12.000000,2.000000,233,447,2,221,433,0,244,458,3,7.156964,  1774.726259,    42.127500,   255.000000,     0.000000,     0.000000, 13770.000000,54,2.741683,    85.564543,     9.250110,   122.000000,     0.000000,     0.000000,  5275.000000,514
407,3080.000000,1388048.000000,2176328.000000,4620.000000,450.664935,706.599999,1.500000,3850.000000,234395.199999,193494.212986,-93452.799999,-0.000000,0.000000,0.085913,5.230554,4.317844,-2.085409,-0.000000,0.000000,9.634312,19.056124,1.566694,9.634312,4.365332,1.161434,18.000000,19.000000,2.000000,707,451,2,689,433,0,726,466,3,6.375000,  1585.499147,    39.818326,   255.000000,     0.000000,     0.000000, 19635.000000,77,3.978896,   137.528297,    11.727245,   113.000000,     0.000000,     0.000000, 12255.000000,1107
408,1676.000000,744420.000000,1451448.000000,2514.000000,444.164677,866.019093,1.500000,2095.000000,80207.389021,59878.548926,-26109.269689,0.000000,0.000000,0.105233,4.028861,3.007732,-1.311483,0.000000,0.000000,7.141827,11.138233,1.094186,7.141827,3.337399,1.030458,15.000000,14.000000,2.000000,866,444,2,852,433,0,880,459,3,4.868735,  1218.549923,    34.907734,   255.000000,     0.000000,     0.000000,  8160.000000,32,1.462410,    18.429033,     4.292905,    36.000000,     0.000000,     0.000000,  2451.000000,453
409,1292.000000,575804.000000,274304.000000,1938.000000,445.668730,212.309597,1.500000,1615.000000,29908.160990,47070.216718,-13531.492260,0.000000,0.000000,0.114768,2.125395,3.345000,-0.961602,0.000000,0.000000,5.585164,6.812596,0.709816,5.585164,2.610095,0.892035,12.000000,10.000000,2.000000,212,446,2,203,434,0,222,457,3,10.460526,  2559.993018,    50.596373,   255.000000,     0.000000,     0.000000, 13515.000000,53,3.360681,    79.730381,     8.929187,    84.000000,     0.000000,     0.000000,  4342.000000,498
410,4484.000000,2036656.000000,1685572.000000,6726.000000,454.205173,375.908117,1.500000,5605.000000,357886.144513,460883.239964,26600.531668,0.000000,0.000000,0.075803,4.840134,6.233090,0.359751,0.000000,0.000000,11.149028,30.878961,2.277099,11.149028,5.556884,1.315610,20.000000,19.000000,2.000000,376,454,2,358,434,0,395,474,3,0.568688,   144.724480,    12.030148,   255.000000,     0.000000,     0.000000,  2550.000000,10,0.679750,     6.053562,     2.460398,    32.000000,     0.000000,     0.000000,  3048.000000,678
411,1084.000000,483552.000000,276344.000000,1626.000000,446.081180,254.929889,1.500000,1355.000000,19494.671586,36072.856088,-2005.830258,0.000000,0.000000,0.121684,1.750693,3.239476,-0.180131,0.000000,0.000000,5.111854,6.246108,0.686162,5.111854,2.499221,0.882014,11.000000,8.000000,2.000000,255,446,2,247,436,0,263,457,3,10.115313,  2479.372655,    49.793299,   255.000000,     0.000000,     0.000000, 10965.000000,43,2.391143,    46.786846,     6.840091,    70.000000,     0.000000,     0.000000,  2592.000000,338
412,2104.000000,949376.000000,30796.000000,3156.000000,451.224334,14.636882,1.500000,2630.000000,80302.577946,115254.114068,28719.391634,0.000000,-0.000000,0.097550,2.978529,4.274927,1.065240,0.000000,-0.000000,7.351007,12.305835,1.131412,7.351007,3.507967,1.042014,14.000000,14.000000,2.000000,15,451,2,3,437,0,29,465,3,10.059410,  2465.129611,    49.650071,   255.000000,     0.000000,     0.000000, 21165.000000,83,3.386406,   104.225797,    10.209103,   123.000000,     0.000000,     0.000000,  7125.000000,870
413,3284.000000,1491532.000000,1347448.000000,4926.000000,454.181485,410.306942,1.500000,4105.000000,219682.601705,251999.834348,-67606.937880,0.000000,0.000000,0.084096,4.500472,5.162531,-1.385012,0.000000,0.000000,9.747100,22.128193,1.792555,9.747100,4.704061,1.214761,19.000000,18.000000,2.000000,410,454,2,395,438,0,428,473,3,2.096528,   530.380871,    23.029999,   255.000000,     0.000000,     0.000000,  6885.000000,27,0.815468,    10.254698,     3.202295,    47.000000,     0.000000,     0.000000,  2678.000000,582
414,2052.000000,941012.000000,219896.000000,3078.000000,458.582846,107.161793,1.500000,2565.000000,63870.284600,164602.916179,-56065.504873,-0.000000,0.000000,0.098367,2.449415,6.312495,-2.150102,-0.000000,0.000000,8.860277,11.700863,1.066201,8.860277,3.420652,1.021597,18.000000,13.000000,2.000000,107,459,2,94,441,0,119,477,3,8.698830,  2143.576731,    46.298776,   255.000000,     0.000000,     0.000000, 17850.000000,70,3.493177,    99.333449,     9.966616,   135.000000,     0.000000,     0.000000,  7168.000000,708
415,2188.000000,996980.000000,960344.000000,3282.000000,455.658135,438.914076,1.500000,2735.000000,82803.846435,125572.285191,-21368.270566,0.000000,0.000000,0.096285,2.915104,4.420764,-0.752268,0.000000,0.000000,7.432154,13.027418,1.186341,7.432154,3.609351,1.058611,15.000000,14.000000,2.000000,439,456,2,425,441,0,450,469,3,3.030164,   763.859171,    27.638002,   255.000000,     0.000000,     0.000000,  6630.000000,26,1.110603,    17.296403,     4.158894,    54.000000,     0.000000,     0.000000,  2430.000000,440
416,3752.000000,1754436.000000,2989888.000000,5628.000000,467.600213,796.878464,1.500000,4690.000000,187704.579957,534068.319829,-56770.302771,0.000000,0.000000,0.080443,3.219519,9.160370,-0.973727,0.000000,0.000000,12.460333,29.539726,2.296157,12.460333,5.435046,1.319270,27.000000,15.000000,2.000000,797,468,2,782,441,0,812,490,3,7.000266,  1736.527059,    41.671657,   255.000000,     0.000000,     0.000000, 26265.000000,103,3.152452,    85.225485,     9.231765,    90.000000,     0.000000,     0.000000, 11828.000000,1317
417,2740.000000,1244604.000000,1739264.000000,4110.000000,454.235036,634.767883,1.500000,3425.000000,209248.373722,125396.636496,-35858.516788,0.000000,0.000000,0.089329,5.457511,3.270532,-0.935243,0.000000,0.000000,8.817373,17.753956,1.516298,8.817373,4.213544,1.148845,16.000000,20.000000,2.000000,635,454,2,617,443,0,655,470,3,9.958029,  2441.025985,    49.406740,   255.000000,     0.000000,     0.000000, 27285.000000,107,3.980656,   136.787869,    11.695634,   100.000000,     0.000000,     0.000000, 10907.000000,745
418,2912.000000,1343228.000000,1960572.000000,4368.000000,461.273351,673.273351,1.500000,3640.000000,251210.412087,224034.412087,128166.412087,0.000000,0.000000,0.087534,6.041096,5.387569,3.082140,0.000000,0.000000,11.516201,24.047645,2.017430,11.516201,4.903839,1.263570,21.000000,22.000000,2.000000,673,461,2,651,444,0,691,482,3,14.273695,  3437.234237,    58.627930,   255.000000,     0.000000,     0.000000, 41565.000000,163,3.618475,    93.630754,     9.676298,    94.000000,     0.000000,     0.000000, 10537.000000,860
419,2416.000000,1115776.000000,187796.000000,3624.000000,461.827814,77.730132,1.500000,3020.000000,118780.046357,148816.370860,-27240.264900,0.000000,-0.000000,0.093156,3.663933,4.590445,-0.840263,0.000000,-0.000000,8.347534,16.881988,1.501027,8.347534,4.108769,1.144975,17.000000,17.000000,2.000000,78,462,2,65,445,0,95,478,3,9.076986,  2233.164256,    47.256367,   255.000000,     0.000000,     0.000000, 21930.000000,86,3.973923,   131.607187,    11.472017,   146.000000,     0.000000,     0.000000,  9601.000000,842
